COMPOSITION,A_SITE_1,A_SITE_2,A_SITE_3,B_SITE_1,B_SITE_2,B_SITE_3,X_SITE,NUM_ELEMS,ENERGY_ABOVE_HULL,FORMATION_ENERGY
Sr4Dy4V8O24,Sr,Dy,,V,,,O,4,183.475518827,-2.14907769271
Sr4Gd4V8O24,Sr,Gd,,V,,,O,4,290.221571077,-2.01619048621
Sr4Ho4V8O24,Sr,Ho,,V,,,O,4,197.610066577,-2.13714558471
Sr4La1Mn8Zn3O24,Sr,La,Zn,Mn,,,O,5,172.040538871,-1.38086868842
Sr4La1Zn3Co8O24,Sr,La,Zn,Co,,,O,5,229.722452072,-0.961832605143
Sr4La1Zn3Fe8O24,Sr,La,Zn,Fe,,,O,5,227.914068689,-1.22169938814
Sr4La1Zn3Ni8O24,Sr,La,Zn,Ni,,,O,5,381.107806842,-0.583665480143
Sr4La4Co8O24,Sr,La,,Co,,,O,4,45.2159618105,-1.54972624946
Sr4La4Cr8O24,Sr,La,,Cr,,,O,4,4.514301375,-2.13181106046
Sr4La4Fe8O24,Sr,La,,Fe,,,O,4,0,-1.88268078246
Sr4La4Ga8O24,Sr,La,,Ga,,,O,4,135.168012577,-1.98726021746
Sr4La4Mn8O24,Sr,La,,Mn,,,O,4,39.241275192,-1.95361658273
Sr4La4Ni8O24,Sr,La,,Ni,,,O,4,194.268536574,-1.18159862446
Sr4La4Sc8O24,Sr,La,,Sc,,,O,4,49.3632299829,-2.83834445446
Sr4La4Ti8O24,Sr,La,,Ti,,,O,4,0,-2.84454416179
Sr4La4V8O24,Sr,La,,V,,,O,4,23.6626028272,-2.29769178446
Sr4Mg4V8O24,Sr,Mg,,V,,,O,4,283.093127667,-1.80836750721
Sr4Nd4V8O24,Sr,Nd,,V,,,O,4,87.1299483272,-2.20506667321
Sr4Pr4Co8O24,Sr,Pr,,Co,,,O,4,64.9749185605,-1.49446453371
Sr4Pr4Cr8O24,Sr,Pr,,Cr,,,O,4,54.4675418333,-2.02966359471
Sr4Pr4Fe8O24,Sr,Pr,,Fe,,,O,4,58.5465181079,-1.77961006671
Sr4Pr4Ga8O24,Sr,Pr,,Ga,,,O,4,202.393591514,-1.88111575171
Sr4Pr4Mn8O24,Sr,Pr,,Mn,,,O,4,34.011113942,-1.91667886698
Sr4Pr4Ni8O24,Sr,Pr,,Ni,,,O,4,195.442993324,-1.14492140871
Sr4Pr4Sc8O24,Sr,Pr,,Sc,,,O,4,102.395742733,-2.74928848871
Sr4Pr4Ti8O24,Sr,Pr,,Ti,,,O,4,0,-2.79649344604
Sr4Pr4V8O24,Sr,Pr,,V,,,O,4,0.531766389704,-2.24935656871
Sr4Sm4Co8O24,Sr,Sm,,Co,,,O,4,83.917195748,-1.50704810771
Sr4Sm4V8O24,Sr,Sm,,V,,,O,4,95.3050435772,-2.18610914271
Sr4Y4Co8O24,Sr,Y,,Co,,,O,4,100.47292181,-1.51731972371
Sr4Y4Cr8O24,Sr,Y,,Cr,,,O,4,93.06800775,-2.05472103471
Sr4Y4Fe8O24,Sr,Y,,Fe,,,O,4,70.7659236079,-1.80063700671
Sr4Y4Ga8O24,Sr,Y,,Ga,,,O,4,221.768006983,-1.91109169171
Sr4Y4Mn8O24,Sr,Y,,Mn,,,O,4,52.5504455253,-1.93732305698
Sr4Y4Ni8O24,Sr,Y,,Ni,,,O,4,157.611746574,-1.24110584871
Sr4Y4Sc8O24,Sr,Y,,Sc,,,O,4,120.865840108,-2.78292342871
Sr4Y4Ti8O24,Sr,Y,,Ti,,,O,4,22.8817925,-2.81283063604
Sr4Y4V8O24,Sr,Y,,V,,,O,4,0,-2.32538150871
Sr6Ca2Co8O24,Sr,Ca,,Co,,,O,4,111.066721692,-1.22692888171
Sr6Ca2Fe4Co4O24,Sr,Ca,,Fe,Co,,O,5,117.143168942,-1.35348052321
Sr6Ca2Fe4Ni4O24,Sr,Ca,,Fe,Ni,,O,5,216.122194574,-1.15338721071
Sr6Ca2Fe6Co2O24,Sr,Ca,,Fe,Co,,O,5,115.594392567,-1.42134334396
Sr6Ca2Fe6Ni2O24,Sr,Ca,,Fe,Ni,,O,5,162.41908077,-1.32446356271
Sr6Ca2Fe7Co1O24,Sr,Ca,,Fe,Co,,O,5,117.140514423,-1.45217562933
Sr6Ca2Fe7Ni1O24,Sr,Ca,,Fe,Ni,,O,5,135.955482743,-1.40960148871
Sr6Ca2Fe8O24,Sr,Ca,,Fe,,,O,4,112.287386278,-1.48940716471
Sr6Ca2Mn1Fe7O24,Sr,Ca,,Mn,Fe,,O,5,110.864717892,-1.50983413974
Sr6Ca2Mn2Fe6O24,Sr,Ca,,Mn,Fe,,O,5,109.297299507,-1.53040586477
Sr6Ca2Mn4Fe4O24,Sr,Ca,,Mn,Fe,,O,5,98.7844184122,-1.57474606484
Sr6Ca2Mn8O24,Sr,Ca,,Mn,,,O,4,113.501498734,-1.61649196498
Sr6Ca2Ni8O24,Sr,Ca,,Ni,,,O,4,298.245707431,-0.811247506706
Sr6Ca2V8O24,Sr,Ca,,V,,,O,4,56.511329625,-2.11145316671
Sr6Dy2V8O24,Sr,Dy,,V,,,O,4,44.1815882408,-2.19377638821
Sr6Gd2V8O24,Sr,Gd,,V,,,O,4,36.3667393658,-2.18852065996
Sr6Hf2Mn6Zn2O24,Sr,Zn,,Mn,Hf,,O,5,142.483392823,-1.74976212216
Sr6Hf2Zn2Co6O24,Sr,Zn,,Co,Hf,,O,5,190.002071483,-1.42981530971
Sr6Hf2Zn2Fe6O24,Sr,Zn,,Fe,Hf,,O,5,196.095876287,-1.61689902196
Sr6Hf2Zn2Ni6O24,Sr,Zn,,Ni,Hf,,O,5,350.019596699,-1.09655521596
Sr6Ho2V8O24,Sr,Ho,,V,,,O,4,46.9172371158,-2.19214195921
Sr6La2V8O24,Sr,La,,V,,,O,4,27.1330052408,-2.20522555908
Sr6Mg2V8O24,Sr,Mg,,V,,,O,4,118.9471195,-2.01866992046
Sr6Mn6Nb2Zn2O24,Sr,Zn,,Mn,Nb,,O,5,125.081234925,-1.68840575841
Sr6Mn8Zn2O24,Sr,Zn,,Mn,,,O,4,153.899276496,-1.40644384448
Sr6Nb2Zn2Co6O24,Sr,Zn,,Co,Nb,,O,5,166.699388858,-1.38616144596
Sr6Nb2Zn2Fe6O24,Sr,Zn,,Fe,Nb,,O,5,158.791748983,-1.58317240821
Sr6Nb2Zn2Ni6O24,Sr,Zn,,Ni,Nb,,O,5,306.666897145,-1.07963310221
Sr6Nd2V8O24,Sr,Nd,,V,,,O,4,25.2930529908,-2.19248662846
Sr6Pr2V8O24,Sr,Pr,,V,,,O,4,4.45796202206,-2.19216757621
Sr6Sm2V8O24,Sr,Sm,,V,,,O,4,19.1667256158,-2.19322173821
Sr6Ta2Mn6Zn2O24,Sr,Zn,,Mn,Ta,,O,5,125.776102144,-1.74416760491
Sr6Ta2Zn2Co6O24,Sr,Zn,,Co,Ta,,O,5,170.828354358,-1.43439179246
Sr6Ta2Zn2Fe6O24,Sr,Zn,,Fe,Ta,,O,5,178.669885608,-1.64097675471
Sr6Ta2Zn2Ni6O24,Sr,Zn,,Ni,Ta,,O,5,302.985862645,-1.13567344871
Sr6Ti2Mn6Zn2O24,Sr,Zn,,Mn,Ti,,O,5,137.316409698,-1.68946267675
Sr6Ti2Zn2Co6O24,Sr,Zn,,Co,Ti,,O,5,195.159839729,-1.36242936429
Sr6Ti2Zn2Fe6O24,Sr,Zn,,Fe,Ti,,O,5,187.709914537,-1.56049432654
Sr6Ti2Zn2Ni6O24,Sr,Zn,,Ni,Ti,,O,5,335.551879324,-1.05526327054
Sr6Y2V8O24,Sr,Y,,V,,,O,4,37.3225941158,-2.19391242121
Sr6Zn2Co8O24,Sr,Zn,,Co,,,O,4,191.511615135,-0.998775261206
Sr6Zn2Fe8O24,Sr,Zn,,Fe,,,O,4,200.504538216,-1.24885129421
Sr6Zn2Ni8O24,Sr,Zn,,Ni,,,O,4,369.780134181,-0.587359136206
Sr6Zr2Mn6Zn2O24,Sr,Zn,,Mn,Zr,,O,5,125.772960698,-1.72858337041
Sr6Zr2Zn2Co6O24,Sr,Zn,,Co,Zr,,O,5,190.460889358,-1.39146730796
Sr6Zr2Zn2Fe6O24,Sr,Zn,,Fe,Zr,,O,5,179.995444162,-1.59511027021
Sr6Zr2Zn2Ni6O24,Sr,Zn,,Ni,Zr,,O,5,319.706164574,-1.08897946421
Sr7Ca1V8O24,Sr,Ca,,V,,,O,4,37.1426186397,-2.11852100021
Sr7Dy1V8O24,Sr,Dy,,V,,,O,4,33.3198729476,-2.15734048596
Sr7Gd1V8O24,Sr,Gd,,V,,,O,4,28.6171985101,-2.15550787183
Sr7Ho1V8O24,Sr,Ho,,V,,,O,4,34.8221973851,-2.15638877146
Sr7La1V8O24,Sr,La,,V,,,O,4,21.5562064476,-2.16630444639
Sr7Mg1V8O24,Sr,Mg,,V,,,O,4,71.0907635772,-2.06939912708
Sr7Mn8Zn1O24,Sr,Zn,,Mn,,,O,4,122.487016344,-1.51601911323
Sr7Nd1V8O24,Sr,Nd,,V,,,O,4,22.3792303226,-2.15819198108
Sr7Pr1V8O24,Sr,Pr,,V,,,O,4,15.1299348382,-2.15486420496
Sr7Sm1V8O24,Sr,Sm,,V,,,O,4,20.0619416351,-2.15781366096
Sr7Y1V8O24,Sr,Y,,V,,,O,4,31.3127508851,-2.15598612746
Sr7Zn1Co8O24,Sr,Zn,,Co,,,O,4,144.367702947,-1.11364277996
Sr7Zn1Fe8O24,Sr,Zn,,Fe,,,O,4,146.059828716,-1.37347931296
Sr7Zn1Ni8O24,Sr,Zn,,Ni,,,O,4,321.795002806,-0.700042904956
Sr8Al1V7O24,Sr,,,Al,V,,O,4,38.6328698346,-2.16923170596
Sr8Al2V6O24,Sr,,,Al,V,,O,4,59.7413320147,-2.21262507821
Sr8Al4V4O24,Sr,,,Al,V,,O,4,95.049006375,-2.30632107271
Sr8Co4Ni4O24,Sr,,,Co,Ni,,O,4,178.939784859,-1.02991048621
Sr8Co6Ni2O24,Sr,,,Co,Ni,,O,4,134.673116573,-1.13533401746
Sr8Co7Ni1O24,Sr,,,Co,Ni,,O,4,116.180976537,-1.18273015808
Sr8Co8O24,Sr,,,Co,,,O,3,91.2669747157,-1.23319929871
Sr8Fe1Co7O24,Sr,,,Fe,Co,,O,4,88.3272115282,-1.26929608408
Sr8Fe1Ni7O24,Sr,,,Fe,Ni,,O,4,243.428371003,-0.908675349706
Sr8Fe2Co6O24,Sr,,,Fe,Co,,O,4,90.3169483407,-1.30046336946
Sr8Fe4Co4O24,Sr,,,Fe,Co,,O,4,93.7481719657,-1.36334619021
Sr8Fe4Ni4O24,Sr,,,Fe,Ni,,O,4,182.613119716,-1.16619212771
Sr8Fe6Co2O24,Sr,,,Fe,Co,,O,4,88.6858955907,-1.43472251096
Sr8Fe6Ni2O24,Sr,,,Fe,Ni,,O,4,134.35498302,-1.33799422971
Sr8Fe7Co1O24,Sr,,,Fe,Co,,O,4,87.6081324032,-1.46895729633
Sr8Fe7Ni1O24,Sr,,,Fe,Ni,,O,4,107.783426118,-1.42325240571
Sr8Fe8O24,Sr,,,Fe,,,O,3,86.4303692157,-1.50329208171
Sr8Hf1V7O24,Sr,,,Hf,V,,O,4,28.4417281351,-2.22753550983
Sr8Hf2V6O24,Sr,,,Hf,V,,O,4,35.2832986158,-2.33330843596
Sr8Hf4V4O24,Sr,,,Hf,V,,O,4,35.0459395772,-2.55877478821
Sr8Mg1V7O24,Sr,,,Mg,V,,O,4,52.8734187279,-2.13556124883
Sr8Mg2V6O24,Sr,,,Mg,V,,O,4,93.8114346912,-2.13268841396
Sr8Mg4V4O24,Sr,,,Mg,V,,O,4,140.488835358,-2.03368949421
Sr8Mn1Co7O24,Sr,,,Mn,Co,,O,4,91.5340043601,-1.28567755912
Sr8Mn1Fe7O24,Sr,,,Mn,Fe,,O,4,82.8791005565,-1.52385455674
Sr8Mn1V7O24,Sr,,,Mn,V,,O,4,63.5864629799,-2.07259862099
Sr8Mn2Co6O24,Sr,,,Mn,Co,,O,4,106.514784005,-1.32344206952
Sr8Mn2Fe6O24,Sr,,,Mn,Fe,,O,4,79.8648318973,-1.54388003177
Sr8Mn2V6O24,Sr,,,Mn,V,,O,4,99.8669764304,-2.02011665827
Sr8Mn4Co4O24,Sr,,,Mn,Co,,O,4,99.6813432933,-1.43576609034
Sr8Mn4Fe4O24,Sr,,,Mn,Fe,,O,4,69.7752945789,-1.58799198184
Sr8Mn4Ni4O24,Sr,,,Mn,Ni,,O,4,187.875800187,-1.24274777784
Sr8Mn4V4O24,Sr,,,Mn,V,,O,4,107.860026374,-1.91528598284
Sr8Mn6Co2O24,Sr,,,Mn,Co,,O,4,97.7903793826,-1.53074786116
Sr8Mn6Fe2O24,Sr,,,Mn,Fe,,O,4,81.5746890313,-1.60640543191
Sr8Mn6Ni2O24,Sr,,,Mn,Ni,,O,4,142.295817585,-1.43618732991
Sr8Mn7Co1O24,Sr,,,Mn,Co,,O,4,110.139317787,-1.56246437157
Sr8Mn7Fe1O24,Sr,,,Mn,Fe,,O,4,114.272222612,-1.58805240695
Sr8Mn7Ni1O24,Sr,,,Mn,Ni,,O,4,113.869161889,-1.53370698095
Sr8Mn8O24,Sr,,,Mn,,,O,3,90.748756192,-1.62592038198
Sr8Nb1V7O24,Sr,,,Nb,V,,O,4,10.4314375689,-2.17858282796
Sr8Nb2V6O24,Sr,,,Nb,V,,O,4,0,-2.23555282221
Sr8Nb4V4O24,Sr,,,Nb,V,,O,4,0,-2.34804581071
Sr8Ni4Co4O24,Sr,,,Ni,Co,,O,4,181.295284859,-1.02755498621
Sr8Ni6Co2O24,Sr,,,Ni,Co,,O,4,241.664953145,-0.906028454956
Sr8Ni7Co1O24,Sr,,,Ni,Co,,O,4,252.767162288,-0.864347814331
Sr8Ni8O24,Sr,,,Ni,,,O,3,263.543371431,-0.822993173706
Sr8Sc1V7O24,Sr,,,Sc,V,,O,4,0,-2.71147907371
Sr8Sc2V6O24,Sr,,,Sc,V,,O,4,0,-2.71729056371
Sr8Sc4V4O24,Sr,,,Sc,V,,O,4,0,-2.74388379371
Sr8Ta1V7O24,Sr,,,Ta,V,,O,4,6.92239663465,-2.20883700121
Sr8Ta2V6O24,Sr,,,Ta,V,,O,4,0,-2.28854866871
Sr8Ta4V4O24,Sr,,,Ta,V,,O,4,0,-2.46407300371
Sr8Ti1V7O24,Sr,,,Ti,V,,O,4,0,-2.71382916212
Sr8Ti2V6O24,Sr,,,Ti,V,,O,4,0,-2.71940474054
Sr8Ti4V4O24,Sr,,,Ti,V,,O,4,0,-2.72951439737
Sr8Ti8O24,Sr,,,Ti,,,O,3,8.691789,-2.77372121104
Sr8V4Co4O24,Sr,,,V,Co,,O,4,113.170480976,-1.74327194121
Sr8V4Cr4O24,Sr,,,V,Cr,,O,4,95.6649845,-2.02136997171
Sr8V4Cu4O24,Sr,,,V,Cu,,O,4,198.665046858,-1.56536726271
Sr8V4Fe4O24,Sr,,,V,Fe,,O,4,72.67526425,-1.90952308271
Sr8V4Ga4O24,Sr,,,V,Ga,,O,4,134.244898562,-1.97973105021
Sr8V4Ge4O24,Sr,,,V,Ge,,O,4,98.8464407187,-1.96497987721
Sr8V4Ir4O24,Sr,,,V,Ir,,O,4,140.737464875,-1.64874514871
Sr8V4Mo4O24,Sr,,,V,Mo,,O,4,341.670362,-1.66453344071
Sr8V4Ni4O24,Sr,,,V,Ni,,O,4,161.966268358,-1.58493862871
Sr8V4Os4O24,Sr,,,V,Os,,O,4,94.3179777045,-1.74046582721
Sr8V4Pd4O24,Sr,,,V,Pd,,O,4,179.369513621,-1.57473051271
Sr8V4Pt4O24,Sr,,,V,Pt,,O,4,182.449930039,-1.54937742471
Sr8V4Re4O24,Sr,,,V,Re,,O,4,35.0703869833,-1.92982161621
Sr8V4Rh4O24,Sr,,,V,Rh,,O,4,110.110223375,-1.69414860571
Sr8V4Ru4O24,Sr,,,V,Ru,,O,4,90.435045,-1.75669850721
Sr8V4Si4O24,Sr,,,V,Si,,O,4,155.909864281,-2.25902484871
Sr8V4Sn4O24,Sr,,,V,Sn,,O,4,82.91347525,-1.93030820471
Sr8V4Zn4O24,Sr,,,V,Zn,,O,4,198.105435858,-1.72168524571
Sr8V6Co2O24,Sr,,,V,Co,,O,4,109.582963917,-1.95170363746
Sr8V6Cr2O24,Sr,,,V,Cr,,O,4,59.1429460772,-2.07105590271
Sr8V6Cu2O24,Sr,,,V,Cu,,O,4,165.733078594,-1.87454354821
Sr8V6Fe2O24,Sr,,,V,Fe,,O,4,71.4796191771,-2.01563795821
Sr8V6Ga2O24,Sr,,,V,Ga,,O,4,78.4670661792,-2.05208669196
Sr8V6Ge2O24,Sr,,,V,Ge,,O,4,61.6998797448,-2.04717385546
Sr8V6Ir2O24,Sr,,,V,Ir,,O,4,143.075474781,-1.89569886621
Sr8V6Mo2O24,Sr,,,V,Mo,,O,4,192.009283406,-1.89043751221
Sr8V6Ni2O24,Sr,,,V,Ni,,O,4,143.739983969,-1.89453085621
Sr8V6Os2O24,Sr,,,V,Os,,O,4,101.020673844,-1.94161970546
Sr8V6Pd2O24,Sr,,,V,Pd,,O,4,182.417159594,-1.84924179821
Sr8V6Pt2O24,Sr,,,V,Pt,,O,4,178.944559094,-1.84963850421
Sr8V6Re2O24,Sr,,,V,Re,,O,4,38.1360533299,-2.02962672496
Sr8V6Rh2O24,Sr,,,V,Rh,,O,4,123.689710284,-1.91491384471
Sr8V6Ru2O24,Sr,,,V,Ru,,O,4,97.2556960313,-1.94952954546
Sr8V6Si2O24,Sr,,,V,Si,,O,4,98.2564415885,-2.18812359121
Sr8V6Sn2O24,Sr,,,V,Sn,,O,4,66.2624423437,-2.01879839421
Sr8V6Zn2O24,Sr,,,V,Zn,,O,4,124.759380625,-1.97551778971
Sr8V7Co1O24,Sr,,,V,Co,,O,4,72.9422615625,-2.04577736058
Sr8V7Cr1O24,Sr,,,V,Cr,,O,4,39.7988018658,-2.09698199321
Sr8V7Cu1O24,Sr,,,V,Cu,,O,4,112.949106484,-2.00436456596
Sr8V7Fe1O24,Sr,,,V,Fe,,O,4,50.4471564427,-2.06989639596
Sr8V7Ga1O24,Sr,,,V,Ga,,O,4,49.7936119168,-2.08716463783
Sr8V7Ge1O24,Sr,,,V,Ge,,O,4,40.6890700892,-2.08674896958
Sr8V7Ir1O24,Sr,,,V,Ir,,O,4,105.859697484,-2.01145397496
Sr8V7Mo1O24,Sr,,,V,Mo,,O,4,111.369551266,-2.00850692296
Sr8V7Ni1O24,Sr,,,V,Ni,,O,4,109.972952484,-2.00734071996
Sr8V7Os1O24,Sr,,,V,Os,,O,4,87.0884028594,-2.03022526958
Sr8V7Pd1O24,Sr,,,V,Pd,,O,4,132.019981484,-1.98529369096
Sr8V7Pt1O24,Sr,,,V,Pt,,O,4,129.167628484,-1.98814604396
Sr8V7Re1O24,Sr,,,V,Re,,O,4,38.749668158,-2.07965840433
Sr8V7Rh1O24,Sr,,,V,Rh,,O,4,95.5308332344,-2.02178283921
Sr8V7Ru1O24,Sr,,,V,Ru,,O,4,84.5812328594,-2.03273243958
Sr8V7Si1O24,Sr,,,V,Si,,O,4,62.0947510267,-2.15458446246
Sr8V7Sn1O24,Sr,,,V,Sn,,O,4,49.5323893594,-2.07060548896
Sr8V7Zn1O24,Sr,,,V,Zn,,O,4,71.888596023,-2.05435568671
Sr8V8O24,Sr,,,V,,,O,3,17.8464076544,-2.12551633371
Sr8Y1V7O24,Sr,,,Y,V,,O,4,64.1409236857,-2.17267924921
Sr8Y2V6O24,Sr,,,Y,V,,O,4,93.8423028603,-2.23196116471
Sr8Y4V4O24,Sr,,,Y,V,,O,4,112.1749515,-2.37880474571
Sr8Zr1V7O24,Sr,,,Zr,V,,O,4,24.1527620726,-2.21287988396
Sr8Zr2V6O24,Sr,,,Zr,V,,O,4,21.5058664908,-2.30919668421
Sr8Zr4V4O24,Sr,,,Zr,V,,O,4,4.75557532721,-2.51328678471
Y4Ba4Co4Ni4O24,Y,Ba,,Ni,Co,,O,5,218.442616263,-1.28522479821
Y4Ba4Co6Ni2O24,Y,Ba,,Co,Ni,,O,5,285.34442806,-1.26837807946
Y4Ba4Co7Ni1O24,Y,Ba,,Co,Ni,,O,5,259.886083959,-1.31886397008
Y4Ba4Fe1Co7O24,Y,Ba,,Co,Fe,,O,5,153.246503495,-1.48077664608
Y4Ba4Fe1Ni7O24,Y,Ba,,Ni,Fe,,O,5,340.306362957,-1.08106316171
Y4Ba4Fe2Co6O24,Y,Ba,,Co,Fe,,O,5,136.293767132,-1.52797493146
Y4Ba4Fe2Ni6O24,Y,Ba,,Ni,Fe,,O,5,320.529824591,-1.16567133771
Y4Ba4Mn1Co7O24,Y,Ba,,Co,Mn,,O,5,244.148911276,-1.40957912112
Y4Ba4Mn1Ni7O24,Y,Ba,,Ni,Mn,,O,5,349.453381085,-1.09532438674
Y4Ba4Mn2Co6O24,Y,Ba,,Co,Mn,,O,5,149.948332694,-1.55373013152
Y4Ba4Mn2Fe6O24,Y,Ba,,Fe,Fe,,O,5,950.227905877,-0.933862093775
Y4Ba4Mn2Ni6O24,Y,Ba,,Ni,Mn,,O,5,337.214376097,-1.19908678777
Y4Ba4Mn4Co4O24,Y,Ba,,Co,Mn,,O,5,140.405957382,-1.66197140234
Y4Ba4Mn4Ni4O24,Y,Ba,,Ni,Mn,,O,5,292.536083787,-1.40973108984
Y4Ba4Mn6Co2O24,Y,Ba,,Mn,Co,,O,5,144.0065577,-1.74640142316
Y4Ba4Mn6Fe2O24,Y,Ba,,Mn,Fe,,O,5,205.092926144,-1.74576524391
Y4Ba4Mn6Ni2O24,Y,Ba,,Mn,Ni,,O,5,251.196620227,-1.59439889191
Y4Ba4Mn7Co1O24,Y,Ba,,Mn,Co,,O,5,152.280199029,-1.78210218357
Y4Ba4Mn7Fe1O24,Y,Ba,,Mn,Fe,,O,5,212.302508251,-1.75230496895
Y4Ba4Mn7Ni1O24,Y,Ba,,Mn,Ni,,O,5,231.481855293,-1.68049429295
Y4Ba4Ni4Co4O24,Y,Ba,,Co,Ni,,O,5,226.507616263,-1.27715979821
Y4Ba4Ni6Co2O24,Y,Ba,,Ni,Co,,O,5,362.461054466,-1.09115126696
Y4Ba4Ni7Co1O24,Y,Ba,,Ni,Co,,O,5,367.183227895,-1.03789187633
Y4Ca4Co4Ni4O24,Y,Ca,,Ni,Co,,O,5,280.854292168,-1.26388682721
Y4Ca4Co6Ni2O24,Y,Ca,,Co,Ni,,O,5,252.161353966,-1.34263485846
Y4Ca4Co7Ni1O24,Y,Ca,,Co,Ni,,O,5,88.6267598644,-1.53119699908
Y4Ca4Fe1Co7O24,Y,Ca,,Co,Fe,,O,5,76.4960376187,-1.60073367508
Y4Ca4Fe1Ni7O24,Y,Ca,,Ni,Fe,,O,5,350.052570547,-1.15325269071
Y4Ca4Fe2Co6O24,Y,Ca,,Co,Fe,,O,5,76.9784094743,-1.63262971046
Y4Ca4Fe2Ni6O24,Y,Ca,,Ni,Fe,,O,5,328.54172252,-1.23343786671
Y4Ca4Mn1Co7O24,Y,Ca,,Co,Mn,,O,5,82.3163755428,-1.60983865012
Y4Ca4Mn1Ni7O24,Y,Ca,,Ni,Mn,,O,5,346.902034252,-1.17006016574
Y4Ca4Mn2Co6O24,Y,Ca,,Co,Mn,,O,5,210.107835323,-1.52935091052
Y4Ca4Mn2Ni6O24,Y,Ca,,Ni,Mn,,O,5,318.43464993,-1.27085881677
Y4Ca4Mn4Co4O24,Y,Ca,,Co,Mn,,O,5,187.885254882,-1.64618093134
Y4Ca4Mn4Ni4O24,Y,Ca,,Ni,Mn,,O,5,259.086381287,-1.47486961884
Y4Ca4Mn6Co2O24,Y,Ca,,Mn,Co,,O,5,193.969855727,-1.73029195216
Y4Ca4Mn6Fe2O24,Y,Ca,,Mn,Fe,,O,5,183.449190081,-1.80336352291
Y4Ca4Mn6Ni2O24,Y,Ca,,Mn,Ni,,O,5,216.454612644,-1.66216392091
Y4Ca4Mn7Co1O24,Y,Ca,,Mn,Co,,O,5,192.088746793,-1.77506496257
Y4Ca4Mn7Fe1O24,Y,Ca,,Mn,Fe,,O,5,188.51316397,-1.80991599795
Y4Ca4Mn7Ni1O24,Y,Ca,,Mn,Ni,,O,5,197.309000251,-1.74702307195
Y4Ca4Ni4Co4O24,Y,Ca,,Co,Ni,,O,5,144.889042168,-1.39985207721
Y4Ca4Ni6Co2O24,Y,Ca,,Ni,Co,,O,5,338.955480371,-1.15573054596
Y4Ca4Ni7Co1O24,Y,Ca,,Ni,Co,,O,5,353.349574472,-1.11630890533
Y4Ho4Co8O24,Y,Ho,,Co,,,O,4,59.2192098,-1.86822722471
Y4Ho4Cr8O24,Y,Ho,,Cr,,,O,4,28.314724,-2.40059728571
Y4Ho4Fe8O24,Y,Ho,,Fe,,,O,4,34.01532975,-2.13487100771
Y4Ho4Ga8O24,Y,Ho,,Ga,,,O,4,82.99657195,-2.32207044271
Y4Ho4Mn8O24,Y,Ho,,Mn,,,O,4,55.0886160253,-2.22602005798
Y4Ho4Ni8O24,Y,Ho,,Ni,,,O,4,86.5192126105,-1.64070684971
Y4Ho4Sc8O24,Y,Ho,,Sc,,,O,4,46.3580983125,-3.17073942971
Y4Ho4Ti8O24,Y,Ho,,Ti,,,O,4,52.42546125,-2.85079638704
Y4Ho4V8O24,Y,Ho,,V,,,O,4,0,-2.53664000971
Y4Sr4Co4Ni4O24,Y,Sr,,Ni,Co,,O,5,147.525298216,-1.37015716121
Y4Sr4Co6Ni2O24,Y,Sr,,Co,Ni,,O,5,123.035360013,-1.44470219246
Y4Sr4Co7Ni1O24,Y,Sr,,Co,Ni,,O,5,109.381015912,-1.48338408308
Y4Sr4Fe1Co7O24,Y,Sr,,Co,Fe,,O,5,89.577908623,-1.56137175908
Y4Sr4Fe1Ni7O24,Y,Sr,,Ni,Fe,,O,5,304.851246145,-1.15943352471
Y4Sr4Fe2Co6O24,Y,Sr,,Co,Fe,,O,5,104.459645435,-1.57964704446
Y4Sr4Fe2Ni6O24,Y,Sr,,Ni,Fe,,O,5,287.755495716,-1.24209645071
Y4Sr4Mn1Co7O24,Y,Sr,,Co,Mn,,O,5,88.5969514549,-1.58194098412
Y4Sr4Mn2Co6O24,Y,Sr,,Co,Mn,,O,5,170.005981099,-1.55327724452
Y4Sr4Mn4Co4O24,Y,Sr,,Co,Mn,,O,5,77.4665625486,-1.73642751534
Y4Sr4Mn4Ni4O24,Y,Sr,,Ni,Mn,,O,5,233.383665668,-1.48480795284
Y4Sr4Mn6Co2O24,Y,Sr,,Mn,Co,,O,5,158.202912866,-1.74372178616
Y4Sr4Mn6Fe2O24,Y,Sr,,Mn,Fe,,O,5,143.519281311,-1.81885560691
Y4Sr4Mn6Ni2O24,Y,Sr,,Mn,Ni,,O,5,184.907725394,-1.67220450491
Y4Sr4Mn7Co1O24,Y,Sr,,Mn,Co,,O,5,55.5045541958,-1.89039454657
Y4Sr4Mn7Fe1O24,Y,Sr,,Mn,Fe,,O,5,150.801863418,-1.82532233195
Y4Sr4Mn7Ni1O24,Y,Sr,,Mn,Ni,,O,5,165.45646046,-1.75803640595
Y4Sr4Ni4Co4O24,Y,Sr,,Co,Ni,,O,5,148.340548216,-1.36934191121
Y4Sr4Ni6Co2O24,Y,Sr,,Ni,Co,,O,5,299.112578287,-1.16076187996
Y4Sr4Ni7Co1O24,Y,Sr,,Ni,Co,,O,5,210.32978743,-1.21896623933
Y6Hf2Mn6Zn2O24,Y,Zn,,Mn,Hf,,O,5,91.156936519,-2.19505988466
Y6Hf2Zn2Co6O24,Y,Zn,,Co,Hf,,O,5,124.022946546,-1.90557232221
