COMPOSITION,A_SITE_1,A_SITE_2,A_SITE_3,B_SITE_1,B_SITE_2,B_SITE_3,X_SITE,NUM_ELEMS,ENERGY_ABOVE_HULL,FORMATION_ENERGY
Ba2Pr6Ga8O24,Ba,Pr,,Ga,,,O,4,155.465078116,-2.02267018771
Ba2Pr6Mn8O24,Ba,Pr,,Mn,,,O,4,51.3090163587,-2.00314180298
Ba2Pr6Ni8O24,Ba,Pr,,Ni,,,O,4,162.89217552,-1.28190384471
Ba2Pr6Sc8O24,Ba,Pr,,Sc,,,O,4,65.9849631789,-2.89616792471
Ba2Pr6Ti8O24,Ba,Pr,,Ti,,,O,4,10.17451175,-2.75549488204
Ba2Pr6V8O24,Ba,Pr,,V,,,O,4,18.9735033,-2.28240750471
Ba2Sm6Fe8O24,Ba,Sm,,Fe,,,O,4,178.235738798,-1.79498023871
Ba2Sn2Pr4Ni8O24,Ba,Sn,Pr,Ni,,,O,5,276.340268528,-1.03351116921
Ba2Sr6Co8O24,Ba,Sr,,Co,,,O,4,106.745758739,-1.21071299221
Ba2Sr6Fe4Co4O24,Ba,Sr,,Fe,Co,,O,5,109.488955989,-1.34059788371
Ba2Sr6Fe4Ni4O24,Ba,Sr,,Fe,Ni,,O,5,183.271284153,-1.14370857121
Ba2Sr6Fe6Co2O24,Ba,Sr,,Fe,Co,,O,5,105.722179614,-1.41067870446
Ba2Sr6Fe6Ni2O24,Ba,Sr,,Fe,Ni,,O,5,135.954460139,-1.31462717321
Ba2Sr6Fe7Co1O24,Ba,Sr,,Fe,Co,,O,5,113.060643677,-1.43325398983
Ba2Sr6Fe7Ni1O24,Ba,Sr,,Fe,Ni,,O,5,110.285835802,-1.39937384921
Ba2Sr6Fe8O24,Ba,Sr,,Fe,,,O,4,89.5029614657,-1.47923477521
Ba2Sr6Mn1Fe7O24,Ba,Sr,,Mn,Fe,,O,5,102.775420338,-1.49147175024
Ba2Sr6Mn2Fe6O24,Ba,Sr,,Mn,Fe,,O,5,96.0360383765,-1.51966472527
Ba2Sr6Mn4Fe4O24,Ba,Sr,,Mn,Fe,,O,5,86.699751058,-1.56302342534
Ba2Sr6Mn8O24,Ba,Sr,,Mn,,,O,4,113.886203609,-1.59702457548
Ba2Sr6Ni8O24,Ba,Sr,,Ni,,,O,4,258.828050931,-0.801693367206
Ba2Sr6V8O24,Ba,Sr,,V,,,O,4,42.1335069877,-2.10066827721
Ba2Y6Co8O24,Ba,Y,,Co,,,O,4,113.483054382,-1.64396525471
Ba2Y6Cr8O24,Ba,Y,,Cr,,,O,4,101.755733,-2.16396356571
Ba2Y6Fe8O24,Ba,Y,,Fe,,,O,4,84.7289651789,-1.91335653771
Ba2Y6Ga8O24,Ba,Y,,Ga,,,O,4,184.387404762,-2.06676697271
Ba2Y6Mn8O24,Ba,Y,,Mn,,,O,4,91.1059876087,-2.02961133798
Ba2Y6Ni8O24,Ba,Y,,Ni,,,O,4,152.57088652,-1.38114737971
Ba2Y6Sc8O24,Ba,Y,,Sc,,,O,4,94.6025620331,-2.93909070971
Ba2Y6Ti8O24,Ba,Y,,Ti,,,O,4,66.501248625,-2.78174641704
Ba2Y6V8O24,Ba,Y,,V,,,O,4,33.004800495,-2.36963353971
Ba3Bi1Pr4Co8O24,Ba,Bi,Pr,Co,,,O,5,109.033410819,-1.37296125271
Ba3Bi4La1Fe8O24,Ba,Bi,La,Fe,,,O,5,171.956702719,-1.18079007464
Ba3Cd1Pr4Ni8O24,Ba,Cd,Pr,Ni,,,O,5,257.075962699,-0.967392690456
Ba3Cd4La1Fe8O24,Ba,Cd,La,Fe,,,O,5,258.665309564,-1.00942982564
Ba3Sn1Pr4Ni8O24,Ba,Sn,Pr,Ni,,,O,5,263.83957477,-1.04762935746
Ba3Sn4La1Fe8O24,Ba,Sn,La,Fe,,,O,5,285.948164375,-1.23069299364
Ba3Sr3La2Mn1Fe7O24,Ba,Sr,La,Mn,Fe,,O,6,0,-2.22451694737Ba4Bi4Fe8O24,Ba,Bi,,Fe,,,O,4,187.39104625,-1.09309368371
Ba4Bi4Zr7Fe1O24,Ba,Bi,,Zr,Fe,,O,5,138.892854722,-2.19333334971
Ba4Ca4Co4Ni4O24,Ba,Ca,,Co,Ni,,O,5,296.095913121,-0.941303789206
Ba4Ca4Co6Ni2O24,Ba,Ca,,Co,Ni,,O,5,247.684974918,-1.03976982046
Ba4Ca4Co7Ni1O24,Ba,Ca,,Co,Ni,,O,5,212.756630817,-1.09972571108
Ba4Ca4Fe1Co7O24,Ba,Ca,,Fe,Co,,O,5,187.894408571,-1.18199388708
Ba4Ca4Fe1Ni7O24,Ba,Ca,,Fe,Ni,,O,5,332.21213694,-0.817964402706
Ba4Ca4Fe2Co6O24,Ba,Ca,,Fe,Co,,O,5,205.564030427,-1.19670267246
Ba4Ca4Fe2Ni6O24,Ba,Ca,,Fe,Ni,,O,5,317.356871449,-0.902576578706
Ba4Ca4Fe8O24,Ba,Ca,,Fe,,,O,4,163.185749216,-1.41363413471
Ba4Ca4Mn1Co7O24,Ba,Ca,,Mn,Co,,O,5,180.660958134,-1.20679936212
Ba4Ca4Mn1Ni7O24,Ba,Ca,,Mn,Ni,,O,5,349.605405068,-0.82397937774
Ba4Ca4Mn2Co6O24,Ba,Ca,,Mn,Co,,O,5,197.124129552,-1.24028662252
Ba4Ca4Mn2Ni6O24,Ba,Ca,,Mn,Ni,,O,5,346.087907705,-0.920662028775
Ba4Ca4Mn4Co4O24,Ba,Ca,,Mn,Co,,O,5,195.67275424,-1.34043689334
Ba4Ca4Mn4Ni4O24,Ba,Ca,,Mn,Ni,,O,5,313.722880645,-1.12227658084
Ba4Ca4Mn6Co2O24,Ba,Ca,,Mn,Co,,O,5,198.592673799,-1.43212441416
Ba4Ca4Mn6Fe2O24,Ba,Ca,,Mn,Fe,,O,5,192.01041751,-1.50346348491
Ba4Ca4Mn6Ni2O24,Ba,Ca,,Mn,Ni,,O,5,234.968862002,-1.34569313291
Ba4Ca4Mn7Co1O24,Ba,Ca,,Mn,Co,,O,5,206.610133579,-1.47141067457
Ba4Ca4Mn7Fe1O24,Ba,Ca,,Mn,Fe,,O,5,192.712755435,-1.51768645995
Ba4Ca4Mn7Ni1O24,Ba,Ca,,Mn,Ni,,O,5,213.33322768,-1.43966003395
Ba4Ca4Ni4Co4O24,Ba,Ca,,Ni,Co,,O,5,330.939913121,-0.906459789206
Ba4Ca4Ni6Co2O24,Ba,Ca,,Ni,Co,,O,5,364.707101324,-0.822637507956
Ba4Ca4Ni7Co1O24,Ba,Ca,,Ni,Co,,O,5,354.737751878,-0.779144367331
Ba4Cd4Fe8O24,Ba,Cd,,Fe,,,O,4,278.984665216,-0.909699184706
Ba4Cd4Hf1Zr6Fe1O24,Ba,Cd,,Zr,Fe,Hf,O,6,98.580755152,-2.23552547658
Ba4Cd4Zr7Fe1O24,Ba,Cd,,Zr,Fe,,O,5,151.553671152,-2.16401960071
Ba4Ce4Mn8O24,Ba,Ce,,Mn,,,O,4,119.114167692,-1.93635118998
Ba4Dy4Fe8O24,Ba,Dy,,Fe,,,O,4,236.177315358,-1.61772632771
Ba4Dy4Mn8O24,Ba,Dy,,Mn,,,O,4,137.408712525,-1.85391887798
Ba4Er4Mn8O24,Ba,Er,,Mn,,,O,4,150.999876359,-1.85050985598
Ba4Gd4Co8O24,Ba,Gd,,Co,,,O,4,130.59739217,-1.45316908821
Ba4Gd4Fe8O24,Ba,Gd,,Fe,,,O,4,108.66685467,-1.71440962121
Ba4Gd4Mn8O24,Ba,Gd,,Mn,,,O,4,105.693165317,-1.83897367148
Ba4Ho4Fe8O24,Ba,Ho,,Fe,,,O,4,254.265050483,-1.60510871971
Ba4Ho4Mn8O24,Ba,Ho,,Mn,,,O,4,144.194571525,-1.85219301998
Ba4La1Mn8Zn3O24,Ba,La,Zn,Mn,,,O,5,244.558933704,-1.29683357542
Ba4La1Zn3Co8O24,Ba,La,Zn,Co,,,O,5,259.721126072,-0.920564492143
Ba4La1Zn3Fe8O24,Ba,La,Zn,Fe,,,O,5,253.584854873,-1.15716677514
Ba4La1Zn3Ni8O24,Ba,La,Zn,Ni,,,O,5,0,-1.22132436714
Ba4La4Co8O24,Ba,La,,Co,,,O,4,117.650529858,-1.46327663646
Ba4La4Cr8O24,Ba,La,,Cr,,,O,4,62.1679659375,-2.05332294746
Ba4La4Fe6Co2O24,Ba,La,,Fe,Co,,O,5,106.61645203,-1.67805409871
Ba4La4Fe8O24,Ba,La,,Fe,,,O,4,3.6081073456,-1.82434291946
Ba4La4Ga8O24,Ba,La,,Ga,,,O,4,169.769380462,-1.93146935446
Ba4La4Mn8O24,Ba,La,,Mn,,,O,4,78.0094957753,-1.88783421973
Ba4La4Ni8O24,Ba,La,,Ni,,,O,4,210.808929074,-1.11586226146
Ba4La4Sc8O24,Ba,La,,Sc,,,O,4,42.2958931079,-2.80627309146
Ba4La4Ti8O24,Ba,La,,Ti,,,O,4,13.804608375,-2.78940454879
Ba4La4V8O24,Ba,La,,V,,,O,4,79.64651974,-2.23302542146
Ba4Mg4Fe8O24,Ba,Mg,,Fe,,,O,4,408.488586216,-1.11779764221
Ba4Nd4Fe8O24,Ba,Nd,,Fe,,,O,4,122.389663096,-1.68033830821
Ba4Nd4Mn8O24,Ba,Nd,,Mn,,,O,4,93.9602340253,-1.84862810848
Ba4Pr4Co8O24,Ba,Pr,,Co,,,O,4,113.901486608,-1.43152292071
Ba4Pr4Cr8O24,Ba,Pr,,Cr,,,O,4,100.440194583,-1.95506723171
Ba4Pr4Fe8O24,Ba,Pr,,Fe,,,O,4,78.1817223456,-1.71643970371
Ba4Pr4Ga8O24,Ba,Pr,,Ga,,,O,4,234.8007094,-1.82751913871
Ba4Pr4Hf4Co4O24,Ba,Pr,,Hf,Co,,O,5,99.7625282026,-2.30507551771
Ba4Pr4Hf4Fe4O24,Ba,Pr,,Hf,Fe,,O,5,0,-2.57222465921
Ba4Pr4Hf4Ni4O24,Ba,Pr,,Hf,Ni,,O,5,230.921904608,-2.07380595521
Ba4Pr4Hf6Co2O24,Ba,Pr,,Hf,Co,,O,5,48.464530625,-2.74272806621
Ba4Pr4Hf6Fe2O24,Ba,Pr,,Hf,Fe,,O,5,139.763133125,-2.68530413696
Ba4Pr4Hf6Ni2O24,Ba,Pr,,Hf,Ni,,O,5,140.538550375,-2.61107428496
Ba4Pr4Hf7Co1O24,Ba,Pr,,Hf,Co,,O,5,185.524542312,-2.77560896546
Ba4Pr4Hf7Fe1O24,Ba,Pr,,Hf,Fe,,O,5,197.246256937,-2.76388725083
Ba4Pr4Hf7Ni1O24,Ba,Pr,,Hf,Ni,,O,5,229.064682937,-2.73206882483
Ba4Pr4Mn6Co2O24,Ba,Pr,,Mn,Co,,O,5,86.5356568286,-1.75256598316
Ba4Pr4Mn6Cu2O24,Ba,Pr,,Mn,Cu,,O,5,132.109024281,-1.65987114391
Ba4Pr4Mn6Fe2O24,Ba,Pr,,Mn,Fe,,O,5,80.4591079773,-1.83168705391
Ba4Pr4Mn6Ni2O24,Ba,Pr,,Mn,Ni,,O,5,112.573845031,-1.67647270191
Ba4Pr4Mn8O24,Ba,Pr,,Mn,,,O,4,53.5428595253,-1.88063625398
Ba4Pr4Nb4Co4O24,Ba,Pr,,Nb,Co,,O,5,52.0286768333,-2.18843454021
Ba4Pr4Nb4Fe4O24,Ba,Pr,,Nb,Fe,,O,5,42.1689745,-2.25761193171
Ba4Pr4Nb4Ni4O24,Ba,Pr,,Nb,Ni,,O,5,134.5064424,-2.01524847771
Ba4Pr4Nb6Co2O24,Ba,Pr,,Nb,Co,,O,5,251.36028695,-2.19030197496
Ba4Pr4Nb6Fe2O24,Ba,Pr,,Nb,Fe,,O,5,211.4607162,-2.23020154571
Ba4Pr4Nb6Ni2O24,Ba,Pr,,Nb,Ni,,O,5,321.98957475,-2.12246744371
Ba4Pr4Nb7Co1O24,Ba,Pr,,Nb,Co,,O,5,207.515713527,-2.24894594233
Ba4Pr4Nb7Fe1O24,Ba,Pr,,Nb,Fe,,O,5,202.664553441,-2.25259672771
Ba4Pr4Ni8O24,Ba,Pr,,Ni,,,O,4,214.364169074,-1.07750279571
Ba4Pr4Sc8O24,Ba,Pr,,Sc,,,O,4,94.3019058579,-2.71824362571
Ba4Pr4Ta4Co4O24,Ba,Pr,,Ta,Co,,O,5,39.9617942,-2.29613173321
Ba4Pr4Ta4Fe4O24,Ba,Pr,,Ta,Fe,,O,5,31.5202492,-2.37232262471
Ba4Pr4Ta4Ni4O24,Ba,Pr,,Ta,Ni,,O,5,139.345081333,-2.13489492071
Ba4Pr4Ta6Co2O24,Ba,Pr,,Ta,Co,,O,5,294.4157031,-2.29038301446
Ba4Pr4Ta6Fe2O24,Ba,Pr,,Ta,Fe,,O,5,281.102442575,-2.30001233521
Ba4Pr4Ta6Ni2O24,Ba,Pr,,Ta,Ni,,O,5,367.6244316,-2.22228748321
Ba4Pr4Ta7Co1O24,Ba,Pr,,Ta,Co,,O,5,280.87646981,-2.30938965508
Ba4Pr4Ta7Fe1O24,Ba,Pr,,Ta,Fe,,O,5,286.014919019,-2.29652069046
Ba4Pr4Ta7Ni1O24,Ba,Pr,,Ta,Ni,,O,5,299.692484775,-2.29149151446
Ba4Pr4Ti8O24,Ba,Pr,,Ti,,,O,4,11.5904985,-2.73859283304
Ba4Pr4V8O24,Ba,Pr,,V,,,O,4,57.144381475,-2.18920370571
Ba4Pr4Zr4Co4O24,Ba,Pr,,Zr,Co,,O,5,77.8684422026,-2.25283776421
Ba4Pr4Zr4Fe4O24,Ba,Pr,,Zr,Fe,,O,5,126.7773445,-2.35001790571
Ba4Pr4Zr4Ni4O24,Ba,Pr,,Zr,Ni,,O,5,199.684568608,-2.03091145171
Ba4Pr4Zr6Co2O24,Ba,Pr,,Zr,Co,,O,5,47.369345875,-2.65341031096
Ba4Pr4Zr6Fe2O24,Ba,Pr,,Zr,Fe,,O,5,202.283948375,-2.53237038171
Ba4Pr4Zr6Ni2O24,Ba,Pr,,Zr,Ni,,O,5,128.448865625,-2.53275102971
Ba4Pr4Zr7Co1O24,Ba,Pr,,Zr,Co,,O,5,165.778433187,-2.69680158433
Ba4Pr4Zr7Fe1O24,Ba,Pr,,Zr,Fe,,O,5,175.569397813,-2.68701061971
Ba4Pr4Zr7Ni1O24,Ba,Pr,,Zr,Ni,,O,5,211.476823813,-2.65110319371
Ba4Sm4Fe8O24,Ba,Sm,,Fe,,,O,4,157.715585096,-1.65864577771
Ba4Sm4Mn8O24,Ba,Sm,,Mn,,,O,4,107.975066775,-1.84839657798
Ba4Sn4Fe8O24,Ba,Sn,,Fe,,,O,4,468.0346095,-0.988624602706
Ba4Sn4Hf1Zr6Fe1O24,Ba,Sn,,Zr,Fe,Hf,O,6,85.2336429375,-2.32544889458
Ba4Sn4Zr7Fe1O24,Ba,Sn,,Zr,Fe,,O,5,137.126058937,-2.25502351871
Ba4Sr4Al1Fe7O24,Ba,Sr,,Al,Fe,,O,5,127.825789025,-1.52581477871
Ba4Sr4Al2Fe6O24,Ba,Sr,,Al,Fe,,O,5,149.85009451,-1.61072183871
Ba4Sr4Al4Fe4O24,Ba,Sr,,Al,Fe,,O,5,198.106664217,-1.77552195871
Ba4Sr4Al6Fe2O24,Ba,Sr,,Al,Fe,,O,5,206.158236245,-1.97623957871
Ba4Sr4Al8O24,Ba,Sr,,Al,,,O,4,212.302521091,-2.17405494871
Ba4Sr4Co4Ni4O24,Ba,Sr,,Co,Ni,,O,5,223.624761037,-0.978963373206
Ba4Sr4Co6Ni2O24,Ba,Sr,,Co,Ni,,O,5,182.220980966,-1.07817515446
Ba4Sr4Co7Ni1O24,Ba,Sr,,Co,Ni,,O,5,148.873886864,-1.13654979508
Ba4Sr4Co8O24,Ba,Sr,,Co,,,O,4,122.316042763,-1.18813518571
Ba4Sr4Cu8O24,Ba,Sr,,Cu,,,O,4,288.486562824,-0.840356078706
Ba4Sr4Fe1Co7O24,Ba,Sr,,Fe,Co,,O,5,120.403529576,-1.22320472108
Ba4Sr4Fe1Ni7O24,Ba,Sr,,Fe,Ni,,O,5,242.96546494,-0.861297736706
Ba4Sr4Fe2Co6O24,Ba,Sr,,Fe,Co,,O,5,123.754016388,-1.25301125646
Ba4Sr4Fe2Cu6O24,Ba,Sr,,Fe,Cu,,O,5,253.560445966,-0.983566988706
Ba4Sr4Fe2Ni6O24,Ba,Sr,,Fe,Ni,,O,5,228.169699449,-0.945850412706
Ba4Sr4Fe4Co4O24,Ba,Sr,,Fe,Co,,O,5,126.798490013,-1.31628082721
Ba4Sr4Fe4Cu4O24,Ba,Sr,,Fe,Cu,,O,5,218.946397498,-1.12325789871
Ba4Sr4Fe4Ni4O24,Ba,Sr,,Fe,Ni,,O,5,184.901448591,-1.12025301471
Ba4Sr4Fe6Co2O24,Ba,Sr,,Fe,Co,,O,5,117.249168138,-1.38565764796
Ba4Sr4Fe6Cu2O24,Ba,Sr,,Fe,Cu,,O,5,151.797440519,-1.29265930871
Ba4Sr4Fe6Ni2O24,Ba,Sr,,Fe,Ni,,O,5,137.583440952,-1.29016361671
Ba4Sr4Fe7Co1O24,Ba,Sr,,Fe,Co,,O,5,117.247059064,-1.41182818333
Ba4Sr4Fe7Cu1O24,Ba,Sr,,Fe,Cu,,O,5,119.77883703,-1.37580413871
Ba4Sr4Fe7Ni1O24,Ba,Sr,,Fe,Ni,,O,5,113.092107877,-1.37453904271
Ba4Sr4Fe8O24,Ba,Sr,,Fe,,,O,4,92.5437335409,-1.45416546871
Ba4Sr4Ga1Fe7O24,Ba,Sr,,Ga,Fe,,O,5,118.302657605,-1.46519246058
Ba4Sr4Ga2Fe6O24,Ba,Sr,,Ga,Fe,,O,5,145.197831669,-1.47508320246
Ba4Sr4Ga4Fe4O24,Ba,Sr,,Ga,Fe,,O,5,202.689679797,-1.49116318621
Ba4Sr4Ga6Fe2O24,Ba,Sr,,Ga,Fe,,O,5,251.771743647,-1.51144166996
Ba4Sr4Ga8O24,Ba,Sr,,Ga,,,O,4,289.712977799,-1.53218590371
Ba4Sr4Mn1Co7O24,Ba,Sr,,Mn,Co,,O,5,124.842572407,-1.23835394612
Ba4Sr4Mn1Fe7O24,Ba,Sr,,Mn,Fe,,O,5,97.9185800222,-1.47495244374
Ba4Sr4Mn1Ni7O24,Ba,Sr,,Mn,Ni,,O,5,251.703483068,-0.87596796174
Ba4Sr4Mn2Co6O24,Ba,Sr,,Mn,Co,,O,5,134.599602052,-1.28134220652
Ba4Sr4Mn2Fe6O24,Ba,Sr,,Mn,Fe,,O,5,104.37297146,-1.49439891877
Ba4Sr4Mn4Co4O24,Ba,Sr,,Mn,Co,,O,5,138.09122581,-1.37854997734
Ba4Sr4Mn4Fe4O24,Ba,Sr,,Mn,Fe,,O,5,104.244207537,-1.53743486884
Ba4Sr4Mn4Ni4O24,Ba,Sr,,Mn,Ni,,O,5,199.57809553,-1.20044541484
Ba4Sr4Mn6Co2O24,Ba,Sr,,Mn,Co,,O,5,165.109729704,-1.45074549816
Ba4Sr4Mn6Fe2O24,Ba,Sr,,Mn,Fe,,O,5,126.818170219,-1.54888331891
Ba4Sr4Mn6Ni2O24,Ba,Sr,,Mn,Ni,,O,5,180.035167907,-1.38576496691
Ba4Sr4Mn7Co1O24,Ba,Sr,,Mn,Co,,O,5,162.784212621,-1.49830275857
Ba4Sr4Mn7Fe1O24,Ba,Sr,,Mn,Fe,,O,5,133.883367445,-1.55692454395
Ba4Sr4Mn7Ni1O24,Ba,Sr,,Mn,Ni,,O,5,160.434806722,-1.47562461795
Ba4Sr4Mn8O24,Ba,Sr,,Mn,,,O,4,137.791901025,-1.56736051898
Ba4Sr4Ni4Co4O24,Ba,Sr,,Ni,Co,,O,5,227.717761037,-0.974870373206
Ba4Sr4Ni6Co2O24,Ba,Sr,,Ni,Co,,O,5,283.042429324,-0.858388841956
Ba4Sr4Ni7Co1O24,Ba,Sr,,Ni,Co,,O,5,272.871579878,-0.815097201331
Ba4Sr4Ni8O24,Ba,Sr,,Ni,,,O,4,296.630230431,-0.737876060706
Ba4Sr4V8O24,Ba,Sr,,V,,,O,4,66.9631063211,-2.07527772071
Ba4Sr4Zn1Fe7O24,Ba,Sr,,Fe,Zn,,O,5,119.774983252,-1.41102425946
Ba4Sr4Zn2Fe6O24,Ba,Sr,,Fe,Zn,,O,5,150.472708246,-1.36429005021
Ba4Sr4Zn4Fe4O24,Ba,Sr,,Fe,Zn,,O,5,219.402133514,-1.26316113171
Ba4Sr4Zn6Fe2O24,Ba,Sr,,Fe,Zn,,O,5,294.89317499,-1.15277271321
Ba4Sr4Zn8O24,Ba,Sr,,Zn,,,O,4,377.502008598,-1.02579254471
Ba4Y4Co8O24,Ba,Y,,Co,,,O,4,136.252989858,-1.46752461071
Ba4Y4Cr8O24,Ba,Y,,Cr,,,O,4,160.8491605,-1.95831617171
Ba4Y4Fe8O24,Ba,Y,,Fe,,,O,4,120.026452358,-1.72306114371
Ba4Y4Ga8O24,Ba,Y,,Ga,,,O,4,267.854425525,-1.84524057871
Ba4Y4Mn8O24,Ba,Y,,Mn,,,O,4,124.630840359,-1.85372594398
Ba4Y4Ni8O24,Ba,Y,,Ni,,,O,4,190.870878449,-1.16074173571
Ba4Y4Sc8O24,Ba,Y,,Sc,,,O,4,126.616163691,-2.74175356571
Ba4Y4Ti8O24,Ba,Y,,Ti,,,O,4,70.04323975,-2.73519227304
Ba4Y4V8O24,Ba,Y,,V,,,O,4,71.75494749,-2.23866989571
Ba5Bi2La1Fe8O24,Ba,Bi,La,Fe,,,O,5,127.378189206,-1.35850366064
Ba5Cd2La1Fe8O24,Ba,Cd,La,Fe,,,O,5,166.187428867,-1.26080528614
Ba5Sn2La1Fe8O24,Ba,Sn,La,Fe,,,O,5,276.028720831,-1.29794037014
Ba6Bi1La1Fe8O24,Ba,Bi,La,Fe,,,O,5,93.4258071256,-1.44366832864
Ba6Bi2Fe8O24,Ba,Bi,,Fe,,,O,4,129.323671733,-1.27956301971
Ba6Bi2Zr7Fe1O24,Ba,Bi,,Zr,Fe,,O,5,0.202289180555,-2.53227918571
Ba6Ca2Fe8O24,Ba,Ca,,Fe,,,O,4,118.303763453,-1.42143224521
Ba6Cd1La1Fe8O24,Ba,Cd,La,Fe,,,O,5,114.554644486,-1.39093014139
Ba6Cd2Fe8O24,Ba,Cd,,Fe,,,O,4,175.579596453,-1.17008839521
Ba6Cd2Hf1Zr6Fe1O24,Ba,Cd,,Zr,Fe,Hf,O,6,0,-2.53679068708
Ba6Cd2Zr7Fe1O24,Ba,Cd,,Zr,Fe,,O,5,59.183823902,-2.45670781121
Ba6Ce2Fe8O24,Ba,Ce,,Fe,,,O,4,120.214815608,-1.62718362271
Ba6Dy2Fe8O24,Ba,Dy,,Fe,,,O,4,121.368421525,-1.55690946671
Ba6Gd2Fe8O24,Ba,Gd,,Fe,,,O,4,98.5115661808,-1.56435273846
Ba6Hf2Mn6Zn2O24,Ba,Zn,,Mn,Hf,,O,5,219.470530781,-1.65400445266
Ba6Hf2Zn2Co6O24,Ba,Zn,,Co,Hf,,O,5,245.647988608,-1.35564614021
Ba6Hf2Zn2Fe6O24,Ba,Zn,,Fe,Hf,,O,5,229.790128281,-1.53553135246
Ba6Hf2Zn2Ni6O24,Ba,Zn,,Ni,Hf,,O,5,396.883335407,-1.01047404646
Ba6Ho2Fe8O24,Ba,Ho,,Fe,,,O,4,129.128414087,-1.55188453771
Ba6La2Fe4Co4O24,Ba,La,,Fe,Co,,O,5,100.971120483,-1.46949599608
Ba6La2Fe6Co2O24,Ba,La,,Fe,Co,,O,5,89.7212986079,-1.54057331683
Ba6La2Fe7Co1O24,Ba,La,,Fe,Co,,O,5,73.0199955631,-1.57477810221
Ba6La2Fe8O24,Ba,La,,Fe,,,O,4,60.3566925184,-1.60494488758
Ba6La2Mn2Fe6O24,Ba,La,,Mn,Fe,,O,5,69.972385481,-1.64765283765
Ba6Mg2Fe8O24,Ba,Mg,,Fe,,,O,4,236.664681953,-1.27780449896
Ba6Mn6Nb2Zn2O24,Ba,Zn,,Mn,Nb,,O,5,193.721693637,-1.59926858891
Ba6Mn8Zn2O24,Ba,Zn,,Mn,,,O,4,276.217368746,-1.26685067498
Ba6Nb2Zn2Co6O24,Ba,Zn,,Co,Nb,,O,5,210.375206344,-1.31923077646
Ba6Nb2Zn2Fe6O24,Ba,Zn,,Fe,Nb,,O,5,214.185752358,-1.50580498871
Ba6Nb2Zn2Ni6O24,Ba,Zn,,Ni,Nb,,O,5,346.912901124,-0.993676682706
Ba6Nd2Fe8O24,Ba,Nd,,Fe,,,O,4,73.9283453934,-1.57876170696
Ba6Pr2Fe8O24,Ba,Pr,,Fe,,,O,4,67.1398750184,-1.58149690471
Ba6Sm2Fe8O24,Ba,Sm,,Fe,,,O,4,88.1149313934,-1.57139181671
Ba6Sn1La1Fe8O24,Ba,Sn,La,Fe,,,O,5,158.427043069,-1.42908630839
Ba6Sn2Fe8O24,Ba,Sn,,Fe,,,O,4,283.906453358,-1.21306747921
Ba6Sn2Hf1Zr6Fe1O24,Ba,Sn,,Zr,Fe,Hf,O,6,3.5098285625,-2.58110877108
Ba6Sn2Zr7Fe1O24,Ba,Sn,,Zr,Fe,,O,5,52.4822445625,-2.51360339521
Ba6Sr2Fe8O24,Ba,Sr,,Fe,,,O,4,84.202505616,-1.44047816221
Ba6Ta2Mn6Zn2O24,Ba,Zn,,Mn,Ta,,O,5,193.037892012,-1.65193943541
Ba6Ta2Zn2Co6O24,Ba,Zn,,Co,Ta,,O,5,200.268881441,-1.37718262296
